date,state,checkins,unique_ind,unique_loc
2021-09-11,Johor,2437765,1164698,86413
2021-09-11,Kedah,887808,467861,36652
2021-09-11,Kelantan,399786,212119,24364
2021-09-11,Melaka,643081,309630,23163
2021-09-11,Negeri Sembilan,975282,445057,28279
2021-09-11,Pahang,922699,405648,34505
2021-09-11,Perak,1548679,690338,57538
2021-09-11,Perlis,255540,140832,9946
2021-09-11,Pulau Pinang,1454286,665331,47196
2021-09-11,Sabah,1789174,622651,54964
2021-09-11,Sarawak,1790119,656956,49162
2021-09-11,Selangor,6456114,2939623,154172
2021-09-11,Terengganu,451243,225724,20554
2021-09-11,W.P. KualaLumpur,4254377,2000647,79329
2021-09-11,W.P. Labuan,95709,36381,2097
2021-09-11,W.P. Putrajaya,227319,138003,1992
2021-09-12,Johor,2341849,1114226,73383
2021-09-12,Kedah,905234,474653,37059
2021-09-12,Kelantan,417563,225465,27137
2021-09-12,Melaka,526422,266309,16625
2021-09-12,Negeri Sembilan,844907,398524,20694
2021-09-12,Pahang,753426,355690,25064
2021-09-12,Perak,1262507,604039,40643
2021-09-12,Perlis,200055,112909,7064
2021-09-12,Pulau Pinang,1218193,580447,33963
2021-09-12,Sabah,1542935,557453,41354
2021-09-12,Sarawak,1554710,587940,33911
2021-09-12,Selangor,5771488,2676110,111190
2021-09-12,Terengganu,481188,242784,23905
2021-09-12,W.P. KualaLumpur,3838903,1840094,58701
2021-09-12,W.P. Labuan,79018,32177,1511
2021-09-12,W.P. Putrajaya,227296,139761,1803
2021-09-13,Johor,2177488,1100844,84316
2021-09-13,Kedah,849406,471076,38434
2021-09-13,Kelantan,407931,221936,27198
2021-09-13,Melaka,646369,318896,25451
2021-09-13,Negeri Sembilan,903478,436660,30212
2021-09-13,Pahang,947662,416273,38205
2021-09-13,Perak,1496830,685970,59886
2021-09-13,Perlis,253112,150585,10472
2021-09-13,Pulau Pinang,1484989,696429,52535
2021-09-13,Sabah,1812699,649072,60593
2021-09-13,Sarawak,1650467,636567,54093
2021-09-13,Selangor,5754032,2772438,171185
2021-09-13,Terengganu,458708,234600,23775
2021-09-13,W.P. KualaLumpur,3900210,1894510,93749
2021-09-13,W.P. Labuan,89260,34634,2395
2021-09-13,W.P. Putrajaya,215601,129586,3055
2021-09-14,Johor,2508001,1225058,96446
2021-09-14,Kedah,913737,493358,40578
2021-09-14,Kelantan,410164,222709,27362
2021-09-14,Melaka,650033,320506,26046
2021-09-14,Negeri Sembilan,942370,446908,31486
2021-09-14,Pahang,936236,416798,39159
2021-09-14,Perak,1573418,708772,63090
2021-09-14,Perlis,275317,158261,10977
2021-09-14,Pulau Pinang,1542556,713751,54207
2021-09-14,Sabah,1812491,649069,61228
2021-09-14,Sarawak,1566491,620202,54137
2021-09-14,Selangor,6113767,2890926,179826
2021-09-14,Terengganu,468567,239336,23958
2021-09-14,W.P. KualaLumpur,4210272,1993661,97947
2021-09-14,W.P. Labuan,90987,34781,2448
2021-09-14,W.P. Putrajaya,225888,133141,3122
2021-09-15,Johor,2545222,1232891,97034
2021-09-15,Kedah,920788,494853,41161
2021-09-15,Kelantan,415973,225941,27110
2021-09-15,Melaka,669321,327292,26006
2021-09-15,Negeri Sembilan,961139,453294,31682
2021-09-15,Pahang,940011,417150,39067
2021-09-15,Perak,1591936,713778,63214
2021-09-15,Perlis,274584,157676,11076
2021-09-15,Pulau Pinang,1585030,725628,54737
2021-09-15,Sabah,1670543,625545,59887
2021-09-15,Sarawak,1614723,633611,54426
2021-09-15,Selangor,6118297,2893761,179790
2021-09-15,Terengganu,473111,240423,23941
2021-09-15,W.P. KualaLumpur,4146339,1978778,97809
2021-09-15,W.P. Labuan,93393,35308,2443
2021-09-15,W.P. Putrajaya,226631,134263,3109
2021-09-16,Johor,2077120,1032054,73072
2021-09-16,Kedah,766833,416124,32246
2021-09-16,Kelantan,354727,195305,21711
2021-09-16,Melaka,555796,277123,19908
2021-09-16,Negeri Sembilan,858800,404709,24094
2021-09-16,Pahang,786690,365718,29925
2021-09-16,Perak,1292673,612051,47948
2021-09-16,Perlis,212088,119922,8661
2021-09-16,Pulau Pinang,1280677,604437,40384
2021-09-16,Sabah,1508189,558689,43549
2021-09-16,Sarawak,1502134,576138,36489
2021-09-16,Selangor,5775118,2693613,126899
2021-09-16,Terengganu,402335,212381,18707
2021-09-16,W.P. KualaLumpur,3914166,1846051,67646
2021-09-16,W.P. Labuan,73475,30884,1549
2021-09-16,W.P. Putrajaya,226526,136228,1864
2021-09-17,Johor,2415295,1192655,91423
2021-09-17,Kedah,797247,442657,30970
2021-09-17,Kelantan,308777,179596,15457
2021-09-17,Melaka,675397,328164,26022
2021-09-17,Negeri Sembilan,978963,460852,31282
2021-09-17,Pahang,951212,420812,38127
2021-09-17,Perak,1541702,705153,61382
2021-09-17,Perlis,266042,153615,10680
2021-09-17,Pulau Pinang,1511007,708434,53779
2021-09-17,Sabah,1858790,671162,60952
2021-09-17,Sarawak,1660708,646112,55083
2021-09-17,Selangor,6112815,2906282,177978
2021-09-17,Terengganu,338436,191189,12775
2021-09-17,W.P. KualaLumpur,4239644,1999872,97634
2021-09-17,W.P. Labuan,96469,36177,2432
2021-09-17,W.P. Putrajaya,241686,140996,3037
2021-09-18,Johor,2369939,1161746,87025
2021-09-18,Kedah,845870,452744,36748
2021-09-18,Kelantan,411322,220157,24679
2021-09-18,Melaka,640543,312199,23311
2021-09-18,Negeri Sembilan,937938,440395,27938
2021-09-18,Pahang,870908,393139,33945
2021-09-18,Perak,1418469,661677,56370
2021-09-18,Perlis,234993,135469,9664
2021-09-18,Pulau Pinang,1402747,655681,47540
2021-09-18,Sabah,1707696,620436,54253
2021-09-18,Sarawak,1539569,607086,47174
2021-09-18,Selangor,6110650,2860233,152971
2021-09-18,Terengganu,452612,230087,20475
2021-09-18,W.P. KualaLumpur,4153065,1929426,80580
2021-09-18,W.P. Labuan,86090,33864,2077
2021-09-18,W.P. Putrajaya,215893,130935,2027
2021-09-19,Johor,2140346,1065915,72175
2021-09-19,Kedah,910850,478281,37764
2021-09-19,Kelantan,426236,231008,27303
2021-09-19,Melaka,538309,272981,16803
2021-09-19,Negeri Sembilan,792520,387839,20395
2021-09-19,Pahang,715914,346536,24741
2021-09-19,Perak,1244044,602226,40599
2021-09-19,Perlis,198630,113996,6976
2021-09-19,Pulau Pinang,1267458,595808,34629
2021-09-19,Sabah,1483521,560798,41222
2021-09-19,Sarawak,1425158,566001,33076
2021-09-19,Selangor,5494428,2605509,111339
2021-09-19,Terengganu,473526,240592,23888
2021-09-19,W.P. KualaLumpur,3775520,1792541,60085
2021-09-19,W.P. Labuan,71387,30466,1496
2021-09-19,W.P. Putrajaya,217209,133970,1780
2021-09-20,Johor,2574386,1252677,96606
2021-09-20,Kedah,929679,504176,41176
2021-09-20,Kelantan,427970,232215,27962
2021-09-20,Melaka,672298,327669,25955
2021-09-20,Negeri Sembilan,970057,458002,31288
2021-09-20,Pahang,967213,429109,38860
2021-09-20,Perak,1593849,715908,62371
2021-09-20,Perlis,268682,157356,10804
2021-09-20,Pulau Pinang,1526521,715362,53909
2021-09-20,Sabah,1793778,661810,60938
2021-09-20,Sarawak,1689373,650759,53854
2021-09-20,Selangor,6199008,2920961,177788
2021-09-20,Terengganu,478411,243673,24381
2021-09-20,W.P. KualaLumpur,4275951,2016224,97910
2021-09-20,W.P. Labuan,86761,34066,2413
2021-09-20,W.P. Putrajaya,226021,135885,3112
2021-09-21,Johor,2490265,1236542,96683
2021-09-21,Kedah,934071,505158,41306
2021-09-21,Kelantan,411907,226784,27348
2021-09-21,Melaka,651825,322970,26012
2021-09-21,Negeri Sembilan,943980,449788,31112
2021-09-21,Pahang,932880,421537,38651
2021-09-21,Perak,1520632,699301,61979
2021-09-21,Perlis,262398,155350,11017
2021-09-21,Pulau Pinang,1517533,715781,54266
2021-09-21,Sabah,1505045,590673,55061
2021-09-21,Sarawak,1748714,664057,53899
2021-09-21,Selangor,6131424,2913542,180334
2021-09-21,Terengganu,473239,241268,24213
2021-09-21,W.P. KualaLumpur,4228774,2010544,98987
2021-09-21,W.P. Labuan,83250,33132,2341
2021-09-21,W.P. Putrajaya,225461,134975,3104
2021-09-22,Johor,2503121,1239452,97901
2021-09-22,Kedah,937923,505809,42119
2021-09-22,Kelantan,418107,228538,27279
2021-09-22,Melaka,683158,334434,26458
2021-09-22,Negeri Sembilan,951919,453867,31678
2021-09-22,Pahang,937352,421757,38849
2021-09-22,Perak,1513888,698842,62461
2021-09-22,Perlis,269617,157070,11166
2021-09-22,Pulau Pinang,1542324,720415,55080
2021-09-22,Sabah,1850975,669557,61969
2021-09-22,Sarawak,1696867,652455,55188
2021-09-22,Selangor,6198751,2924831,181933
2021-09-22,Terengganu,486362,246605,24128
2021-09-22,W.P. KualaLumpur,4300665,2014258,100084
2021-09-22,W.P. Labuan,92472,36057,2456
2021-09-22,W.P. Putrajaya,225057,134385,3126
2021-09-23,Johor,2537233,1249813,98076
2021-09-23,Kedah,990685,521856,42244
2021-09-23,Kelantan,466827,246642,27908
2021-09-23,Melaka,696842,338557,26274
2021-09-23,Negeri Sembilan,977528,462503,31760
2021-09-23,Pahang,979332,432197,39090
2021-09-23,Perak,1577648,716589,62832
2021-09-23,Perlis,277080,159986,11169
2021-09-23,Pulau Pinang,1554170,729361,55167
2021-09-23,Sabah,1864753,670666,62143
2021-09-23,Sarawak,1761344,661122,54836
2021-09-23,Selangor,6271898,2976657,181943
2021-09-23,Terengganu,528937,261465,24423
2021-09-23,W.P. KualaLumpur,4369964,2074843,99929
2021-09-23,W.P. Labuan,92023,35760,2428
2021-09-23,W.P. Putrajaya,245016,141989,3114
2021-09-24,Johor,2561585,1253960,93612
2021-09-24,Kedah,875473,475563,31729
2021-09-24,Kelantan,359391,202785,16039
2021-09-24,Melaka,716385,345671,26022
2021-09-24,Negeri Sembilan,1025880,476616,31662
2021-09-24,Pahang,1022854,446268,38301
2021-09-24,Perak,1581319,724207,61942
2021-09-24,Perlis,281972,161924,10780
2021-09-24,Pulau Pinang,1602149,740626,54975
2021-09-24,Sabah,1954746,690146,62372
2021-09-24,Sarawak,1871100,686946,55458
2021-09-24,Selangor,6565853,3072171,180472
2021-09-24,Terengganu,389015,212345,13008
2021-09-24,W.P. KualaLumpur,4586957,2144442,99898
2021-09-24,W.P. Labuan,101303,37871,2443
2021-09-24,W.P. Putrajaya,263281,150921,3093
2021-09-25,Johor,2592546,1239751,89479
2021-09-25,Kedah,960029,498223,38241
2021-09-25,Kelantan,454685,238384,24882
2021-09-25,Melaka,722390,341098,23623
2021-09-25,Negeri Sembilan,1046786,470839,28361
2021-09-25,Pahang,977179,424981,34182
2021-09-25,Perak,1567097,707290,57977
2021-09-25,Perlis,255815,144216,9816
2021-09-25,Pulau Pinang,1564393,704773,48875
2021-09-25,Sabah,1861119,651242,55815
2021-09-25,Sarawak,1871576,678637,48095
2021-09-25,Selangor,6930122,3108472,156855
2021-09-25,Terengganu,511065,250649,20710
2021-09-25,W.P. KualaLumpur,4730289,2151134,82439
2021-09-25,W.P. Labuan,91154,35320,2050
2021-09-25,W.P. Putrajaya,259601,152799,2055
2021-09-26,Johor,2514148,1185127,75664
2021-09-26,Kedah,947221,494149,37795
2021-09-26,Kelantan,467735,248192,28033
2021-09-26,Melaka,612556,298909,16830
2021-09-26,Negeri Sembilan,891031,416393,20762
2021-09-26,Pahang,822739,380107,24936
2021-09-26,Perak,1257337,610169,40086
2021-09-26,Perlis,202905,116269,6975
2021-09-26,Pulau Pinang,1292115,608485,34701
2021-09-26,Sabah,1589375,583315,42241
2021-09-26,Sarawak,1678865,629043,33657
2021-09-26,Selangor,5880971,2739308,111358
2021-09-26,Terengganu,533021,262962,24434
2021-09-26,W.P. KualaLumpur,4165750,1944806,60947
2021-09-26,W.P. Labuan,76264,31883,1466
2021-09-26,W.P. Putrajaya,251727,149875,1766
2021-09-27,Johor,2609175,1282131,98239
2021-09-27,Kedah,993431,527826,41359
2021-09-27,Kelantan,447757,241801,27841
2021-09-27,Melaka,714719,342318,25889
2021-09-27,Negeri Sembilan,985593,464076,31001
2021-09-27,Pahang,986625,437766,38438
2021-09-27,Perak,1557457,716064,61519
2021-09-27,Perlis,274383,160353,11017
2021-09-27,Pulau Pinang,1580847,737955,54582
2021-09-27,Sabah,1907775,682557,61922
2021-09-27,Sarawak,1751312,669788,53535
2021-09-27,Selangor,6399568,2994271,177249
2021-09-27,Terengganu,517099,258192,24474
2021-09-27,W.P. KualaLumpur,4399388,2084189,97934
2021-09-27,W.P. Labuan,88978,34914,2387
2021-09-27,W.P. Putrajaya,245767,143591,3126
2021-09-28,Johor,2699429,1306238,100118
2021-09-28,Kedah,969019,520520,41251
2021-09-28,Kelantan,454348,244272,27903
2021-09-28,Melaka,715171,343492,26257
2021-09-28,Negeri Sembilan,933412,449865,31038
2021-09-28,Pahang,988351,439770,38975
2021-09-28,Perak,1560368,713789,62816
2021-09-28,Perlis,272949,160706,11029
2021-09-28,Pulau Pinang,1599870,743437,55164
2021-09-28,Sabah,1920465,684736,62385
2021-09-28,Sarawak,1795199,679342,54645
2021-09-28,Selangor,6357688,2982693,180523
2021-09-28,Terengganu,521296,260391,24438
2021-09-28,W.P. KualaLumpur,4404900,2088793,99733
2021-09-28,W.P. Labuan,94546,35856,2449
2021-09-28,W.P. Putrajaya,244599,143988,3110
2021-09-29,Johor,2754239,1320902,100548
2021-09-29,Kedah,965987,517762,41055
2021-09-29,Kelantan,452895,244994,27381
2021-09-29,Melaka,741102,351962,26417
2021-09-29,Negeri Sembilan,1012492,472241,31758
2021-09-29,Pahang,1015266,447402,39225
2021-09-29,Perak,1564573,718184,62312
2021-09-29,Perlis,269240,158382,11039
2021-09-29,Pulau Pinang,1526396,726421,54214
2021-09-29,Sabah,1939366,689160,62461
2021-09-29,Sarawak,1849315,696413,54948
2021-09-29,Selangor,6518054,3040902,180626
2021-09-29,Terengganu,541186,267373,24404
2021-09-29,W.P. KualaLumpur,4485475,2131227,99695
2021-09-29,W.P. Labuan,97097,36789,2460
2021-09-29,W.P. Putrajaya,250120,147765,3155
2021-09-30,Johor,2675687,1293125,98395
2021-09-30,Kedah,1043424,543315,42430
2021-09-30,Kelantan,486431,256931,27808
2021-09-30,Melaka,699863,338976,25843
2021-09-30,Negeri Sembilan,1011596,472285,31529
2021-09-30,Pahang,1039068,455644,39338
2021-09-30,Perak,1634479,737423,63539
2021-09-30,Perlis,284825,165324,11222
2021-09-30,Pulau Pinang,1651948,761325,55761
2021-09-30,Sabah,1980468,697805,62602
2021-09-30,Sarawak,1934766,708025,55117
2021-09-30,Selangor,6718110,3103124,182243
2021-09-30,Terengganu,561914,273602,24444
2021-09-30,W.P. KualaLumpur,4700713,2209486,100533
2021-09-30,W.P. Labuan,94536,36377,2436
2021-09-30,W.P. Putrajaya,255483,151272,3124
2021-10-01,Johor,2769190,1321128,96263
2021-10-01,Kedah,988447,517606,32186
2021-10-01,Kelantan,392529,217407,15868
2021-10-01,Melaka,775165,361391,26579
2021-10-01,Negeri Sembilan,1079968,494598,31778
2021-10-01,Pahang,1067261,465055,38528
2021-10-01,Perak,1693974,756927,63122
2021-10-01,Perlis,290110,167080,10899
2021-10-01,Pulau Pinang,1711700,775116,55791
2021-10-01,Sabah,2076150,717616,62814
2021-10-01,Sarawak,1979172,718272,55154
2021-10-01,Selangor,7148795,3226455,182845
2021-10-01,Terengganu,448320,236390,13198
2021-10-01,W.P. KualaLumpur,5071869,2307970,101588
2021-10-01,W.P. Labuan,104570,38453,2465
2021-10-01,W.P. Putrajaya,292859,167185,3118
2021-10-02,Johor,3038675,1358391,93714
2021-10-02,Kedah,1119415,551792,39328
2021-10-02,Kelantan,498388,257017,25128
2021-10-02,Melaka,817066,366614,24290
2021-10-02,Negeri Sembilan,1122993,493521,28513
2021-10-02,Pahang,1065410,453075,34433
2021-10-02,Perak,1720959,750304,58635
2021-10-02,Perlis,277064,153414,9873
2021-10-02,Pulau Pinang,1750501,756795,50006
2021-10-02,Sabah,1949185,659232,48293
2021-10-02,Sarawak,2129664,727455,48581
2021-10-02,Selangor,7674757,3308194,157962
2021-10-02,Terengganu,577541,276038,20978
2021-10-02,W.P. KualaLumpur,5299787,2341713,83534
2021-10-02,W.P. Labuan,96029,36336,1955
2021-10-02,W.P. Putrajaya,290998,171539,2068
2021-10-03,Johor,2955275,1301360,80083
2021-10-03,Kedah,1153043,563308,40508
2021-10-03,Kelantan,510962,266870,28404
2021-10-03,Melaka,729964,333981,18051
2021-10-03,Negeri Sembilan,1032214,462684,21657
2021-10-03,Pahang,936606,418002,25492
2021-10-03,Perak,1494647,682354,41449
2021-10-03,Perlis,232664,128780,7175
2021-10-03,Pulau Pinang,1533354,679536,35953
2021-10-03,Sabah,1773715,625329,42280
2021-10-03,Sarawak,1920930,676241,34672
2021-10-03,Selangor,7134328,3099723,115632
2021-10-03,Terengganu,581879,283148,25084
2021-10-03,W.P. KualaLumpur,4952723,2220397,62859
2021-10-03,W.P. Labuan,87345,34266,1449
2021-10-03,W.P. Putrajaya,296614,176592,1832
2021-10-04,Johor,2964804,1376462,104105
2021-10-04,Kedah,1092197,559595,44004
2021-10-04,Kelantan,468904,249386,28088
2021-10-04,Melaka,769911,358069,26926
2021-10-04,Negeri Sembilan,1027772,477862,31887
2021-10-04,Pahang,1053701,456556,39441
2021-10-04,Perak,1680033,751139,63387
2021-10-04,Perlis,284010,165530,11256
2021-10-04,Pulau Pinang,1682386,767252,56103
2021-10-04,Sabah,2060021,716042,63285
2021-10-04,Sarawak,1927724,708304,55527
2021-10-04,Selangor,6827641,3130924,181820
2021-10-04,Terengganu,547332,271194,25073
2021-10-04,W.P. KualaLumpur,4772669,2210275,100788
2021-10-04,W.P. Labuan,95151,36569,2421
2021-10-04,W.P. Putrajaya,263999,153644,3185
2021-10-05,Johor,3069859,1401148,105901
2021-10-05,Kedah,1060525,547046,43147
2021-10-05,Kelantan,486572,256335,28311
2021-10-05,Melaka,778728,361085,27371
2021-10-05,Negeri Sembilan,1033041,477330,32354
2021-10-05,Pahang,1051776,456107,40010
2021-10-05,Perak,1697966,752913,64374
2021-10-05,Perlis,266796,161103,10898
2021-10-05,Pulau Pinang,1665163,765403,55843
2021-10-05,Sabah,2076282,715459,63742
2021-10-05,Sarawak,1952664,710765,56254
2021-10-05,Selangor,6949631,3163254,185966
2021-10-05,Terengganu,545924,270006,24885
2021-10-05,W.P. KualaLumpur,4873451,2237072,103349
2021-10-05,W.P. Labuan,99795,37657,2446
2021-10-05,W.P. Putrajaya,265776,155765,3205
2021-10-06,Johor,3114382,1413493,107035
2021-10-06,Kedah,1011910,530688,42783
2021-10-06,Kelantan,483191,254210,28141
2021-10-06,Melaka,784656,362511,27596
2021-10-06,Negeri Sembilan,1041325,480457,32731
2021-10-06,Pahang,1078187,462285,40415
2021-10-06,Perak,1641291,741253,64303
2021-10-06,Perlis,257497,155828,10815
2021-10-06,Pulau Pinang,1541166,740709,55043
2021-10-06,Sabah,2052250,712029,63738
2021-10-06,Sarawak,1959054,712432,56407
2021-10-06,Selangor,7019161,3178321,187383
2021-10-06,Terengganu,541774,268460,24958
2021-10-06,W.P. KualaLumpur,4905417,2240360,103661
2021-10-06,W.P. Labuan,97473,37208,2452
2021-10-06,W.P. Putrajaya,266210,155194,3241
2021-10-07,Johor,3122320,1419549,106429
2021-10-07,Kedah,1093198,557904,43501
2021-10-07,Kelantan,512907,265304,28552
2021-10-07,Melaka,774686,361384,27522
2021-10-07,Negeri Sembilan,1035692,481205,32677
2021-10-07,Pahang,1073753,462787,40288
2021-10-07,Perak,1669288,750793,64553
2021-10-07,Perlis,275747,163407,11031
2021-10-07,Pulau Pinang,1710707,777994,56756
2021-10-07,Sabah,2084693,725178,64069
2021-10-07,Sarawak,1939127,710648,56316
2021-10-07,Selangor,6979921,3196148,186894
2021-10-07,Terengganu,560395,275012,24791
2021-10-07,W.P. KualaLumpur,4919584,2269943,103705
2021-10-07,W.P. Labuan,97868,37597,2487
2021-10-07,W.P. Putrajaya,268019,156699,3219
2021-10-08,Johor,3224708,1438421,100868
2021-10-08,Kedah,1071170,542447,33447
2021-10-08,Kelantan,425848,231156,16536
2021-10-08,Melaka,823096,374307,27207
2021-10-08,Negeri Sembilan,1105619,503797,32415
2021-10-08,Pahang,1151320,484743,39488
2021-10-08,Perak,1755700,775380,63924
2021-10-08,Perlis,292412,168610,10923
2021-10-08,Pulau Pinang,1798806,799635,56562
2021-10-08,Sabah,2164472,748585,63956
2021-10-08,Sarawak,2053016,735929,56374
2021-10-08,Selangor,7465747,3338915,185744
2021-10-08,Terengganu,459375,243159,13311
2021-10-08,W.P. KualaLumpur,5307965,2380677,103458
2021-10-08,W.P. Labuan,100838,37924,2450
2021-10-08,W.P. Putrajaya,306942,174467,3218
2021-10-09,Johor,3285163,1424682,96224
2021-10-09,Kedah,1158687,565511,40353
2021-10-09,Kelantan,515136,263406,25512
2021-10-09,Melaka,849984,375578,24650
2021-10-09,Negeri Sembilan,1144285,504070,29039
2021-10-09,Pahang,1130441,471274,34938
2021-10-09,Perak,1793329,772125,59369
2021-10-09,Perlis,277555,154959,9960
2021-10-09,Pulau Pinang,1835242,776616,50728
2021-10-09,Sabah,2128919,721367,57109
2021-10-09,Sarawak,2122098,712708,39879
2021-10-09,Selangor,7952097,3395581,159925
2021-10-09,Terengganu,569976,274818,20811
2021-10-09,W.P. KualaLumpur,5512979,2409084,84864
2021-10-09,W.P. Labuan,98410,37168,2022
2021-10-09,W.P. Putrajaya,302669,177055,2155
2021-10-10,Johor,3159479,1358168,80941
2021-10-10,Kedah,1196425,579912,41322
2021-10-10,Kelantan,521815,271431,28443
2021-10-10,Melaka,732689,337835,17568
2021-10-10,Negeri Sembilan,1017200,462720,21230
2021-10-10,Pahang,1001521,438783,25678
2021-10-10,Perak,1564604,703793,41874
2021-10-10,Perlis,230866,129068,7208
2021-10-10,Pulau Pinang,1625082,705107,36460
2021-10-10,Sabah,1913935,669004,43487
2021-10-10,Sarawak,1931036,681707,34398
2021-10-10,Selangor,7318684,3166864,116166
2021-10-10,Terengganu,574885,282766,24740
2021-10-10,W.P. KualaLumpur,5113875,2284212,63342
2021-10-10,W.P. Labuan,83656,33674,1494
2021-10-10,W.P. Putrajaya,301356,179087,1839
2021-10-11,Johor,3124739,1430604,105502
2021-10-11,Kedah,1128640,580296,44618
2021-10-11,Kelantan,491491,260987,28595
2021-10-11,Melaka,807592,373517,27090
2021-10-11,Negeri Sembilan,1055045,500785,31714
2021-10-11,Pahang,1150652,497685,40132
2021-10-11,Perak,1737771,778822,63723
2021-10-11,Perlis,290047,171596,11186
2021-10-11,Pulau Pinang,1764438,800057,56415
2021-10-11,Sabah,2085578,734560,63443
2021-10-11,Sarawak,1860312,699678,54926
2021-10-11,Selangor,6976002,3194694,181876
2021-10-11,Terengganu,544093,274231,24760
2021-10-11,W.P. KualaLumpur,4875397,2255243,101375
2021-10-11,W.P. Labuan,93459,36503,2391
2021-10-11,W.P. Putrajaya,267168,157027,3207
2021-10-12,Johor,3117664,1437040,107041
2021-10-12,Kedah,1128258,583634,44558
2021-10-12,Kelantan,497326,263004,28587
2021-10-12,Melaka,797542,374004,27577
2021-10-12,Negeri Sembilan,1040377,496481,31910
2021-10-12,Pahang,1155003,501590,40794
2021-10-12,Perak,1737657,782953,64885
2021-10-12,Perlis,289041,171502,11260
2021-10-12,Pulau Pinang,1769511,802782,56727
2021-10-12,Sabah,1888373,688575,60850
2021-10-12,Sarawak,1878515,703327,55770
2021-10-12,Selangor,7007988,3214834,185987
2021-10-12,Terengganu,540418,273356,24556
2021-10-12,W.P. KualaLumpur,4907337,2252759,103626
2021-10-12,W.P. Labuan,89386,35895,2441
2021-10-12,W.P. Putrajaya,269238,158603,3200
2021-10-13,Johor,3195019,1451401,107687
2021-10-13,Kedah,1145046,587232,45023
2021-10-13,Kelantan,508814,269098,28768
2021-10-13,Melaka,826211,383328,27704
2021-10-13,Negeri Sembilan,1059595,502766,32164
2021-10-13,Pahang,1180797,508437,40806
2021-10-13,Perak,1780023,794439,65069
2021-10-13,Perlis,291057,172138,11355
2021-10-13,Pulau Pinang,1797502,814573,57196
2021-10-13,Sabah,2062570,728862,63780
2021-10-13,Sarawak,1915115,707985,55851
2021-10-13,Selangor,6983295,3197886,184641
2021-10-13,Terengganu,555947,280444,24871
2021-10-13,W.P. KualaLumpur,4958602,2252854,103040
2021-10-13,W.P. Labuan,93906,37096,2429
2021-10-13,W.P. Putrajaya,266779,155878,3249
2021-10-14,Johor,3165982,1452416,107374
2021-10-14,Kedah,1146183,588377,45004
2021-10-14,Kelantan,534506,281268,28991
2021-10-14,Melaka,822163,384610,27861
2021-10-14,Negeri Sembilan,1056644,511150,32437
2021-10-14,Pahang,1200678,522932,40803
2021-10-14,Perak,1776946,804571,65211
2021-10-14,Perlis,292867,174162,11368
2021-10-14,Pulau Pinang,1781308,816296,56974
2021-10-14,Sabah,2027995,727844,63687
2021-10-14,Sarawak,1827162,695800,55378
2021-10-14,Selangor,6880510,3187595,182581
2021-10-14,Terengganu,577983,290494,24763
2021-10-14,W.P. KualaLumpur,4866293,2241938,101635
2021-10-14,W.P. Labuan,92308,36730,2448
2021-10-14,W.P. Putrajaya,266986,155992,3189
2021-10-15,Johor,3236860,1464368,101327
2021-10-15,Kedah,1086684,564089,33418
2021-10-15,Kelantan,453981,254747,16686
2021-10-15,Melaka,897921,413013,27726
2021-10-15,Negeri Sembilan,1134156,541931,31937
2021-10-15,Pahang,1330705,567057,39849
2021-10-15,Perak,1884470,847246,64608
2021-10-15,Perlis,318003,184259,11023
2021-10-15,Pulau Pinang,1894404,847720,57510
2021-10-15,Sabah,2132315,751078,63613
2021-10-15,Sarawak,1969883,728687,55931
2021-10-15,Selangor,7292567,3313889,181104
2021-10-15,Terengganu,465514,255549,13349
2021-10-15,W.P. KualaLumpur,5211472,2354734,101383
2021-10-15,W.P. Labuan,99242,38557,2415
2021-10-15,W.P. Putrajaya,294833,170452,3139
2021-10-16,Johor,3345209,1475718,96587
2021-10-16,Kedah,1162954,589627,39943
2021-10-16,Kelantan,573505,293810,25951
2021-10-16,Melaka,945924,428832,24898
2021-10-16,Negeri Sembilan,1199899,569043,28591
2021-10-16,Pahang,1342746,566491,34718
2021-10-16,Perak,1962594,864616,59340
2021-10-16,Perlis,294144,168321,9812
2021-10-16,Pulau Pinang,1874203,812006,51000
2021-10-16,Sabah,2093927,723893,56593
2021-10-16,Sarawak,2034870,722741,47919
2021-10-16,Selangor,7478370,3292678,154853
2021-10-16,Terengganu,577884,292746,20423
2021-10-16,W.P. KualaLumpur,5275644,2328098,83128
2021-10-16,W.P. Labuan,93370,36534,2005
2021-10-16,W.P. Putrajaya,261388,158368,2039
2021-10-17,Johor,3222185,1409884,81169
2021-10-17,Kedah,1217809,611333,40785
2021-10-17,Kelantan,566795,295874,28899
2021-10-17,Melaka,822621,388599,18076
2021-10-17,Negeri Sembilan,1079249,530570,21073
2021-10-17,Pahang,1195123,527186,25385
2021-10-17,Perak,1674605,777226,41773
2021-10-17,Perlis,249269,143565,6988
2021-10-17,Pulau Pinang,1648072,729701,36461
2021-10-17,Sabah,1898309,673065,43275
2021-10-17,Sarawak,1997323,710375,34437
2021-10-17,Selangor,6684131,3020168,112191
2021-10-17,Terengganu,603115,302591,24472
2021-10-17,W.P. KualaLumpur,4819394,2174248,62095
2021-10-17,W.P. Labuan,83083,33999,1491
2021-10-17,W.P. Putrajaya,256180,157698,1791
2021-10-18,Johor,3241684,1473837,105611
2021-10-18,Kedah,1224846,618937,45044
2021-10-18,Kelantan,571726,297704,29590
2021-10-18,Melaka,847483,396673,27099
2021-10-18,Negeri Sembilan,1051049,511631,31041
